,year,group,earn_perc_chng_from_total,group_legend
1450,2015,diff_%_A_M_BA_total,0.5472837022132797,Asian + Male + Bachelors Degree
1451,2016,diff_%_A_M_BA_total,0.5662768031189084,Asian + Male + Bachelors Degree
1452,2017,diff_%_A_M_BA_total,0.6151603498542274,Asian + Male + Bachelors Degree
1453,2018,diff_%_A_M_BA_total,0.5373563218390804,Asian + Male + Bachelors Degree
1454,2019,diff_%_A_M_BA_total,0.5981308411214953,Asian + Male + Bachelors Degree
1455,2020,diff_%_A_M_BA_total,0.5185840707964602,Asian + Male + Bachelors Degree
1456,1995,diff_%_A_M_AD_total,0.9240780911062907,Asian + Male + Advanced Degree
1457,1996,diff_%_A_M_AD_total,0.9617903930131004,Asian + Male + Advanced Degree
1458,1997,diff_%_A_M_AD_total,1.0,Asian + Male + Advanced Degree
1459,1998,diff_%_A_M_AD_total,0.8268215417106652,Asian + Male + Advanced Degree
1460,1999,diff_%_A_M_AD_total,0.981404958677686,Asian + Male + Advanced Degree
1461,2000,diff_%_A_M_AD_total,1.0296220633299284,Asian + Male + Advanced Degree
1462,2001,diff_%_A_M_AD_total,1.0447609359104781,Asian + Male + Advanced Degree
1463,2002,diff_%_A_M_AD_total,1.0785714285714285,Asian + Male + Advanced Degree
1464,2003,diff_%_A_M_AD_total,1.0060544904137234,Asian + Male + Advanced Degree
1465,2004,diff_%_A_M_AD_total,1.0901803607214429,Asian + Male + Advanced Degree
1466,2005,diff_%_A_M_AD_total,1.0821643286573146,Asian + Male + Advanced Degree
1467,2006,diff_%_A_M_AD_total,1.092292089249493,Asian + Male + Advanced Degree
1468,2007,diff_%_A_M_AD_total,1.0597771023302938,Asian + Male + Advanced Degree
1469,2008,diff_%_A_M_AD_total,1.08991008991009,Asian + Male + Advanced Degree
1470,2009,diff_%_A_M_AD_total,0.9796905222437138,Asian + Male + Advanced Degree
1471,2010,diff_%_A_M_AD_total,1.0009708737864078,Asian + Male + Advanced Degree
1472,2011,diff_%_A_M_AD_total,0.999,Asian + Male + Advanced Degree
1473,2012,diff_%_A_M_AD_total,0.9317507418397626,Asian + Male + Advanced Degree
1474,2013,diff_%_A_M_AD_total,1.1150793650793651,Asian + Male + Advanced Degree
1475,2014,diff_%_A_M_AD_total,1.1428571428571428,Asian + Male + Advanced Degree
1476,2015,diff_%_A_M_AD_total,1.1287726358148893,Asian + Male + Advanced Degree
1477,2016,diff_%_A_M_AD_total,1.1949317738791423,Asian + Male + Advanced Degree
1478,2017,diff_%_A_M_AD_total,1.0767735665694849,Asian + Male + Advanced Degree
1479,2018,diff_%_A_M_AD_total,1.0402298850574712,Asian + Male + Advanced Degree
1480,2019,diff_%_A_M_AD_total,1.0897196261682243,Asian + Male + Advanced Degree
1481,2020,diff_%_A_M_AD_total,0.9707964601769912,Asian + Male + Advanced Degree
1482,1995,diff_%_A_F_HS_total,-0.3275488069414317,Asian + Female + High School
1483,1996,diff_%_A_F_HS_total,-0.33624454148471616,Asian + Female + High School
1484,1997,diff_%_A_F_HS_total,-0.29010989010989013,Asian + Female + High School
1485,1998,diff_%_A_F_HS_total,-0.33051742344244983,Asian + Female + High School
1486,1999,diff_%_A_F_HS_total,-0.2727272727272727,Asian + Female + High School
1487,2000,diff_%_A_F_HS_total,-0.3054136874361593,Asian + Female + High School
1488,2001,diff_%_A_F_HS_total,-0.3285859613428281,Asian + Female + High School
1489,2002,diff_%_A_F_HS_total,-0.3,Asian + Female + High School
1490,2003,diff_%_A_F_HS_total,-0.29364278506559033,Asian + Female + High School
1491,2004,diff_%_A_F_HS_total,-0.3166332665330661,Asian + Female + High School
1492,2005,diff_%_A_F_HS_total,-0.2785571142284569,Asian + Female + High School
1493,2006,diff_%_A_F_HS_total,-0.29310344827586204,Asian + Female + High School
1494,2007,diff_%_A_F_HS_total,-0.3130699088145897,Asian + Female + High School
1495,2008,diff_%_A_F_HS_total,-0.3006993006993007,Asian + Female + High School
1496,2009,diff_%_A_F_HS_total,-0.316247582205029,Asian + Female + High School
1497,2010,diff_%_A_F_HS_total,-0.3233009708737864,Asian + Female + High School
1498,2011,diff_%_A_F_HS_total,-0.324,Asian + Female + High School
1499,2012,diff_%_A_F_HS_total,-0.37190900098911966,Asian + Female + High School
1500,2013,diff_%_A_F_HS_total,-0.30257936507936506,Asian + Female + High School
1501,2014,diff_%_A_F_HS_total,-0.3166833166833167,Asian + Female + High School
1502,2015,diff_%_A_F_HS_total,-0.2887323943661972,Asian + Female + High School
1503,2016,diff_%_A_F_HS_total,-0.2884990253411306,Asian + Female + High School
1504,2017,diff_%_A_F_HS_total,-0.30612244897959184,Asian + Female + High School
1505,2018,diff_%_A_F_HS_total,-0.3553639846743295,Asian + Female + High School
1506,2019,diff_%_A_F_HS_total,-0.36074766355140186,Asian + Female + High School
1507,2020,diff_%_A_F_HS_total,-0.4,Asian + Female + High School
1508,1995,diff_%_A_F_SC_total,-0.16052060737527116,Asian + Female + Some College
1509,1996,diff_%_A_F_SC_total,-0.15283842794759825,Asian + Female + Some College
1510,1997,diff_%_A_F_SC_total,-0.16813186813186815,Asian + Female + Some College
1511,1998,diff_%_A_F_SC_total,-0.1805702217529039,Asian + Female + Some College
1512,1999,diff_%_A_F_SC_total,-0.1621900826446281,Asian + Female + Some College
1513,2000,diff_%_A_F_SC_total,-0.16649642492339123,Asian + Female + Some College
1514,2001,diff_%_A_F_SC_total,-0.1943031536113937,Asian + Female + Some College
1515,2002,diff_%_A_F_SC_total,-0.20204081632653062,Asian + Female + Some College
1516,2003,diff_%_A_F_SC_total,-0.14631685166498487,Asian + Female + Some College
1517,2004,diff_%_A_F_SC_total,-0.18637274549098196,Asian + Female + Some College
1518,2005,diff_%_A_F_SC_total,-0.17334669338677355,Asian + Female + Some College
1519,2006,diff_%_A_F_SC_total,-0.16328600405679514,Asian + Female + Some College
1520,2007,diff_%_A_F_SC_total,-0.171225937183384,Asian + Female + Some College
1521,2008,diff_%_A_F_SC_total,-0.1848151848151848,Asian + Female + Some College
1522,2009,diff_%_A_F_SC_total,-0.21083172147001933,Asian + Female + Some College
1523,2010,diff_%_A_F_SC_total,-0.2,Asian + Female + Some College
1524,2011,diff_%_A_F_SC_total,-0.22,Asian + Female + Some College
1525,2012,diff_%_A_F_SC_total,-0.2512363996043521,Asian + Female + Some College
1526,2013,diff_%_A_F_SC_total,-0.2003968253968254,Asian + Female + Some College
1527,2014,diff_%_A_F_SC_total,-0.16583416583416583,Asian + Female + Some College
1528,2015,diff_%_A_F_SC_total,-0.22334004024144868,Asian + Female + Some College
1529,2016,diff_%_A_F_SC_total,-0.19980506822612085,Asian + Female + Some College
1530,2017,diff_%_A_F_SC_total,-0.22157434402332363,Asian + Female + Some College
1531,2018,diff_%_A_F_SC_total,-0.25191570881226055,Asian + Female + Some College
1532,2019,diff_%_A_F_SC_total,-0.20093457943925233,Asian + Female + Some College
1533,2020,diff_%_A_F_SC_total,-0.2247787610619469,Asian + Female + Some College
1534,1995,diff_%_A_F_BA_total,0.14316702819956617,Asian + Female + Bachelors Degree
1535,1996,diff_%_A_F_BA_total,0.17358078602620086,Asian + Female + Bachelors Degree
1536,1997,diff_%_A_F_BA_total,0.2,Asian + Female + Bachelors Degree
1537,1998,diff_%_A_F_BA_total,0.21647307286166842,Asian + Female + Bachelors Degree
1538,1999,diff_%_A_F_BA_total,0.17458677685950413,Asian + Female + Bachelors Degree
1539,2000,diff_%_A_F_BA_total,0.20122574055158324,Asian + Female + Bachelors Degree
1540,2001,diff_%_A_F_BA_total,0.17497456765005087,Asian + Female + Bachelors Degree
1541,2002,diff_%_A_F_BA_total,0.1510204081632653,Asian + Female + Bachelors Degree
1542,2003,diff_%_A_F_BA_total,0.15539858728557013,Asian + Female + Bachelors Degree
1543,2004,diff_%_A_F_BA_total,0.19438877755511022,Asian + Female + Bachelors Degree
1544,2005,diff_%_A_F_BA_total,0.20240480961923848,Asian + Female + Bachelors Degree
1545,2006,diff_%_A_F_BA_total,0.17647058823529413,Asian + Female + Bachelors Degree
1546,2007,diff_%_A_F_BA_total,0.18743667679837892,Asian + Female + Bachelors Degree
1547,2008,diff_%_A_F_BA_total,0.22777222777222778,Asian + Female + Bachelors Degree
1548,2009,diff_%_A_F_BA_total,0.2137330754352031,Asian + Female + Bachelors Degree
1549,2010,diff_%_A_F_BA_total,0.20970873786407768,Asian + Female + Bachelors Degree
1550,2011,diff_%_A_F_BA_total,0.175,Asian + Female + Bachelors Degree
1551,2012,diff_%_A_F_BA_total,0.20672601384767555,Asian + Female + Bachelors Degree
1552,2013,diff_%_A_F_BA_total,0.20238095238095238,Asian + Female + Bachelors Degree
1553,2014,diff_%_A_F_BA_total,0.23876123876123875,Asian + Female + Bachelors Degree
1554,2015,diff_%_A_F_BA_total,0.23742454728370221,Asian + Female + Bachelors Degree
1555,2016,diff_%_A_F_BA_total,0.2573099415204678,Asian + Female + Bachelors Degree
1556,2017,diff_%_A_F_BA_total,0.21282798833819241,Asian + Female + Bachelors Degree
1557,2018,diff_%_A_F_BA_total,0.1743295019157088,Asian + Female + Bachelors Degree
1558,2019,diff_%_A_F_BA_total,0.22990654205607478,Asian + Female + Bachelors Degree
1559,2020,diff_%_A_F_BA_total,0.2,Asian + Female + Bachelors Degree
1560,1995,diff_%_A_F_AD_total,0.6008676789587852,Asian + Female + Advanced Degree
1561,1996,diff_%_A_F_AD_total,0.5305676855895196,Asian + Female + Advanced Degree
1562,1997,diff_%_A_F_AD_total,0.6120879120879121,Asian + Female + Advanced Degree
1563,1998,diff_%_A_F_AD_total,0.6114044350580782,Asian + Female + Advanced Degree
1564,1999,diff_%_A_F_AD_total,0.53099173553719,Asian + Female + Advanced Degree
1565,2000,diff_%_A_F_AD_total,0.6026557711950971,Asian + Female + Advanced Degree
1566,2001,diff_%_A_F_AD_total,0.47711088504577825,Asian + Female + Advanced Degree
1567,2002,diff_%_A_F_AD_total,0.5704081632653061,Asian + Female + Advanced Degree
1568,2003,diff_%_A_F_AD_total,0.450050454086781,Asian + Female + Advanced Degree
1569,2004,diff_%_A_F_AD_total,0.5531062124248497,Asian + Female + Advanced Degree
1570,2005,diff_%_A_F_AD_total,0.5901803607214429,Asian + Female + Advanced Degree
1571,2006,diff_%_A_F_AD_total,0.5882352941176471,Asian + Female + Advanced Degree
1572,2007,diff_%_A_F_AD_total,0.5927051671732523,Asian + Female + Advanced Degree
1573,2008,diff_%_A_F_AD_total,0.5674325674325674,Asian + Female + Advanced Degree
1574,2009,diff_%_A_F_AD_total,0.5174081237911026,Asian + Female + Advanced Degree
1575,2010,diff_%_A_F_AD_total,0.6262135922330098,Asian + Female + Advanced Degree
1576,2011,diff_%_A_F_AD_total,0.514,Asian + Female + Advanced Degree
1577,2012,diff_%_A_F_AD_total,0.5707220573689417,Asian + Female + Advanced Degree
1578,2013,diff_%_A_F_AD_total,0.5545634920634921,Asian + Female + Advanced Degree
1579,2014,diff_%_A_F_AD_total,0.6433566433566433,Asian + Female + Advanced Degree
1580,2015,diff_%_A_F_AD_total,0.6659959758551308,Asian + Female + Advanced Degree
1581,2016,diff_%_A_F_AD_total,0.6686159844054581,Asian + Female + Advanced Degree
1582,2017,diff_%_A_F_AD_total,0.6676384839650146,Asian + Female + Advanced Degree
1583,2018,diff_%_A_F_AD_total,0.6024904214559387,Asian + Female + Advanced Degree
1584,2019,diff_%_A_F_AD_total,0.6813084112149532,Asian + Female + Advanced Degree
1585,2020,diff_%_A_F_AD_total,0.6353982300884956,Asian + Female + Advanced Degree
